company,ticker,mode,scope,fiscal_year,fuel_surcharge_revenue_musd,base_revenue_musd,fuel_surcharge_pct,rev_incl,rev_excl,method,source_file,quote
Werner Enterprises,WERN,Truckload,TTS segment operating revenues (One-Way Truckload + Dedicated),2023,332.388,2310.81,14.38,2310.81,,stated_dollars,WERN_2023-12-31.txt,"Trucking fuel surcharge revenues 332,388 419,240"
Werner Enterprises,WERN,Truckload,TTS segment operating revenues (One-Way Truckload + Dedicated),2024,263.263,2138.293,12.31,2138.293,,stated_dollars,WERN_2024-12-31.txt,"Trucking fuel surcharge revenues 263,263 332,388"
Werner Enterprises,WERN,Truckload,TTS segment operating revenues (One-Way Truckload + Dedicated),2025,229.894,2051.944,11.2,2051.944,,stated_dollars,WERN_2025-12-31.txt,"Trucking fuel surcharge revenues 229,894 263,263"
Heartland Express,HTLD,Truckload,Consolidated operating revenue,2002,5.9,340.745,1.73,340.745,,stated_dollars,HTLD_2003-12-31.txt,Fuel surcharge revenue increased $9.4 million to $15.3 million from $5.9 million
Heartland Express,HTLD,Truckload,Consolidated operating revenue,2003,15.3,405.116,3.78,405.116,,stated_dollars,HTLD_2003-12-31.txt,Fuel surcharge revenue increased $9.4 million to $15.3 million
Heartland Express,HTLD,Truckload,Consolidated operating revenue,2004,28.5,457.086,6.24,457.086,,stated_dollars,HTLD_2004-12-31.txt,Fuel surcharge revenue increased $13.2 million to $28.5 million
Heartland Express,HTLD,Truckload,Consolidated operating revenue,2005,59.7,523.793,11.4,523.793,,stated_dollars,HTLD_2005-12-31.txt,Fuel surcharge revenue increased $31.2 million to $59.7 million
Heartland Express,HTLD,Truckload,Consolidated operating revenue,2006,81.4,571.919,14.23,571.919,,stated_dollars,HTLD_2006-12-31.txt,to $81.4 million in 2006
Heartland Express,HTLD,Truckload,Consolidated operating revenue,2007,86.6,591.893,14.63,591.893,,stated_dollars,HTLD_2007-12-31.txt,"to $86.6 million for the year ended December 31, 2007"
Heartland Express,HTLD,Truckload,Consolidated operating revenue,2008,130.8,625.6,20.91,625.6,,stated_dollars,HTLD_2008-12-31.txt,fuel surcharge revenue from $86.6 million in 2007 to $130.8 million in 2008
Heartland Express,HTLD,Truckload,Consolidated operating revenue,2009,53.3,459.539,11.6,459.539,,stated_dollars,HTLD_2010-02-18.txt,fuel surcharge revenue from $130.8 million in 2008 to $53.3 million in 2009
Heartland Express,HTLD,Truckload,Consolidated operating revenue,2010,75.3,499.516,15.07,499.516,,stated_dollars,HTLD_2010-12-31.txt,fuel surcharge revenue from $53.3 million in 2009 to $75.3 million in 2010
Heartland Express,HTLD,Truckload,Consolidated operating revenue,2011,107.8,528.623,20.39,528.623,,stated_dollars,HTLD_2011-12-31.txt,fuel surcharge revenue from $75.3 million in 2010 to $107.8 million in 2011
Heartland Express,HTLD,Truckload,Consolidated operating revenue,2012,112.4,545.745,20.6,545.745,,stated_dollars,HTLD_2012-12-31.txt,fuel surcharge revenue from $107.8 million in 2011 to $112.4 million in 2012
Heartland Express,HTLD,Truckload,Consolidated operating revenue,2013,118.4,582.257,20.33,582.257,,stated_dollars,HTLD_2013-12-31.txt,fuel surcharge revenue from $112.4 million in 2012 to $118.4 million in 2013
Heartland Express,HTLD,Truckload,Consolidated operating revenue,2014,170.4,871.355,19.56,871.355,,stated_dollars,HTLD_2014-12-31.txt,fuel surcharge revenue from $118.4 million in 2013 to $170.4 million in 2014
Heartland Express,HTLD,Truckload,Consolidated operating revenue,2015,91.8,736.345,12.47,736.345,,stated_dollars,HTLD_2015-12-31.txt,"fuel surcharge revenues were $91.8 million , $170.4 million"
Heartland Express,HTLD,Truckload,Consolidated operating revenue,2016,58.378,612.937,9.52,612.937,554.559,stated_dollars,HTLD_2016-12-31.txt,"Less: Fuel surcharge revenue (non-GAAP) 58,378 91,780"
Heartland Express,HTLD,Truckload,Consolidated operating revenue,2017,72.485,607.336,11.93,607.336,534.851,stated_dollars,HTLD_2017-12-31.txt,"Less: Fuel surcharge revenue (non-GAAP) 72,485 58,378"
Heartland Express,HTLD,Truckload,Consolidated operating revenue,2018,85.258,610.803,13.96,610.803,525.545,stated_dollars,HTLD_2018-12-31.txt,"Less: Fuel surcharge revenue (non-GAAP) 85,258 72,485"
Heartland Express,HTLD,Truckload,Consolidated operating revenue,2019,74.955,596.815,12.56,596.815,521.86,stated_dollars,HTLD_2019-12-31.txt,"Less: Fuel surcharge revenue (non-GAAP) 74,955 85,258"
Heartland Express,HTLD,Truckload,Consolidated operating revenue,2020,61.725,645.262,9.57,645.262,583.537,stated_dollars,HTLD_2020-12-31.txt,"Less: Fuel surcharge revenue (non-GAAP) 61,725 74,955"
Heartland Express,HTLD,Truckload,Consolidated operating revenue,2021,76.116,607.284,12.53,607.284,531.168,stated_dollars,HTLD_2021-12-31.txt,"Less: Fuel surcharge revenue (non-GAAP) 76,116 61,725"
Heartland Express,HTLD,Truckload,Consolidated operating revenue,2022,169.173,967.996,17.48,967.996,798.823,stated_dollars,HTLD_2022-12-31.txt,"Less: Fuel surcharge revenue 169,173 76,116"
Heartland Express,HTLD,Truckload,Consolidated operating revenue,2023,173.817,1207.458,14.4,1207.458,1033.641,stated_dollars,HTLD_2023-12-31.txt,"Less: Fuel surcharge revenue 173,817 169,173"
Heartland Express,HTLD,Truckload,Consolidated operating revenue,2024,133.86,1047.511,12.78,1047.511,913.651,stated_dollars,HTLD_2024-12-31.txt,"Less: Fuel surcharge revenue 133,860 173,817"
Heartland Express,HTLD,Truckload,Consolidated operating revenue,2025,96.627,805.709,11.99,805.709,709.082,stated_dollars,HTLD_2025-12-31.txt,"Less: Fuel surcharge revenue 96,627 133,860"
